video,label
cache/poses_crop_mp/n_001_pid0.npy,no_weapon
cache/poses_crop_mp/n_002_pid0.npy,no_weapon
cache/poses_crop_mp/n_003_pid0.npy,no_weapon
cache/poses_crop_mp/n_004_pid0.npy,no_weapon
cache/poses_crop_mp/n_004_pid1.npy,no_weapon
cache/poses_crop_mp/n_004_pid3.npy,no_weapon
cache/poses_crop_mp/n_005_pid0.npy,no_weapon
cache/poses_crop_mp/n_005_pid1.npy,no_weapon
cache/poses_crop_mp/n_005_pid11.npy,no_weapon
cache/poses_crop_mp/n_005_pid5.npy,no_weapon
cache/poses_crop_mp/n_006_pid0.npy,no_weapon
cache/poses_crop_mp/n_006_pid5.npy,no_weapon
cache/poses_crop_mp/n_007_pid15.npy,no_weapon
cache/poses_crop_mp/n_007_pid16.npy,no_weapon
cache/poses_crop_mp/n_007_pid2.npy,no_weapon
cache/poses_crop_mp/n_007_pid3.npy,no_weapon
cache/poses_crop_mp/n_007_pid4.npy,no_weapon
cache/poses_crop_mp/n_008_pid0.npy,no_weapon
cache/poses_crop_mp/n_008_pid3.npy,no_weapon
cache/poses_crop_mp/n_008_pid5.npy,no_weapon
cache/poses_crop_mp/n_009_pid3.npy,no_weapon
cache/poses_crop_mp/n_009_pid9.npy,no_weapon
cache/poses_crop_mp/n_010_pid1.npy,no_weapon
cache/poses_crop_mp/n_010_pid3.npy,no_weapon
cache/poses_crop_mp/n_011_pid1.npy,no_weapon
cache/poses_crop_mp/n_011_pid2.npy,no_weapon
cache/poses_crop_mp/n_011_pid4.npy,no_weapon
cache/poses_crop_mp/n_012_pid1.npy,no_weapon
cache/poses_crop_mp/n_012_pid7.npy,no_weapon
cache/poses_crop_mp/n_013_pid1.npy,no_weapon
cache/poses_crop_mp/n_013_pid3.npy,no_weapon
cache/poses_crop_mp/n_014_pid1.npy,no_weapon
cache/poses_crop_mp/n_014_pid12.npy,no_weapon
cache/poses_crop_mp/n_014_pid15.npy,no_weapon
cache/poses_crop_mp/n_014_pid3.npy,no_weapon
cache/poses_crop_mp/n_014_pid5.npy,no_weapon
cache/poses_crop_mp/n_014_pid9.npy,no_weapon
cache/poses_crop_mp/n_015_pid10.npy,no_weapon
cache/poses_crop_mp/n_015_pid2.npy,no_weapon
cache/poses_crop_mp/n_015_pid3.npy,no_weapon
cache/poses_crop_mp/n_015_pid7.npy,no_weapon
cache/poses_crop_mp/n_015_pid8.npy,no_weapon
